Dam_ID,start,end,duration,cumulative_intensity,mean_intensity,max_intensity,drought_id
350,1990-08-07,1990-10-07,62,288.715,17.252,9.785,30
350,1992-06-04,1992-12-01,181,1780.493,15.101,4.324,32
350,1994-08-21,1994-08-26,6,4.766,26.649,25.92,38
350,1999-11-19,1999-11-29,11,4.699,6.93,6.573,42
350,2002-02-12,2002-02-23,12,20.315,21.727,20.81,46
350,2002-03-12,2002-03-17,6,6.061,32.308,31.441,52
350,2002-03-19,2002-03-23,5,6.168,34.691,33.764,54
350,2002-11-18,2003-01-05,49,43.302,6.553,5.806,62
350,2003-01-08,2003-01-30,23,52.717,10.306,8.629,64
350,2003-11-22,2003-12-06,15,5.069,7.019,6.826,66
350,2005-03-05,2005-05-17,74,439.681,35.329,29.612,68
350,2005-06-19,2005-10-14,118,565.661,24.616,8.79,72
350,2005-10-26,2005-12-30,66,113.024,5.644,5.144,76
350,2007-08-08,2007-08-12,5,5.371,31.868,31.078,84
350,2007-08-15,2007-08-19,5,6.058,29.01,28.147,86
350,2007-08-21,2007-08-26,6,6.635,26.337,25.222,88
350,2007-08-28,2007-09-02,6,5.636,23.708,23.282,90
350,2007-11-15,2007-12-04,20,13.562,6.679,6.415,92
350,2010-01-29,2010-02-03,6,7.135,15.73,14.994,96
350,2010-02-05,2010-05-08,93,472.744,30.17,17.259,98
350,2015-06-22,2015-08-26,66,224.477,34.529,25.146,100
350,2015-11-16,2015-11-30,15,2.738,7.174,7.011,104
355,1989-04-10,1989-04-18,9,23.293,813.443,811.529,2
355,2002-05-11,2002-06-01,22,308.726,811.545,805.15,4
355,2002-07-14,2003-05-29,320,19126.463,792.688,749.222,6
355,2004-04-25,2004-10-07,166,3855.426,832.012,802.183,8
355,2005-04-03,2005-04-13,11,27.822,813.27,811.466,10
361,1992-06-11,1992-07-07,27,14.711,8.106,6.682,5
361,1992-07-17,1992-08-18,33,48.278,1.154,0.382,9
361,1994-08-25,1994-10-05,42,0.668,0.006,0.006,13
361,1995-01-01,1995-01-05,5,1.038,7.117,6.963,19
361,2001-06-27,2001-07-01,5,1.165,7.931,7.674,33
361,2001-07-04,2001-08-19,47,50.881,2.584,0.485,35
361,2002-09-05,2002-10-09,35,0.402,0.01,0.01,47
361,2003-09-05,2003-10-28,54,0.567,0.011,0.011,49
361,2003-12-17,2003-12-21,5,1.673,4.735,4.473,57
361,2003-12-24,2004-02-10,49,40.474,8.544,5.447,59
361,2004-04-01,2004-04-11,11,0.765,16.449,16.322,65
361,2005-03-19,2005-03-29,11,1.913,16.238,16.17,67
361,2005-03-31,2005-04-15,16,1.355,16.431,16.296,69
361,2005-04-17,2005-04-22,6,0.724,16.153,16.027,71
361,2005-04-24,2005-04-29,6,0.924,15.764,15.694,73
361,2005-09-04,2005-09-27,24,0.276,0.01,0.01,75
361,2007-04-24,2007-07-26,94,172.213,8.802,0.079,81
361,2007-08-01,2007-08-19,19,30.403,0.04,0.006,83
361,2008-01-29,2008-02-02,5,1.314,11.416,11.23,89
361,2008-02-05,2008-02-10,6,2.619,12.205,11.904,91
361,2008-02-12,2008-02-16,5,2.194,13.086,12.79,93
361,2012-09-15,2012-09-30,16,0.226,0.007,0.006,99
361,2013-09-03,2013-09-29,27,0.418,0.006,0.006,101
361,2014-09-09,2014-10-05,27,0.376,0.008,0.007,103
361,2015-04-27,2015-05-22,26,34.622,13.479,12.22,105
361,2015-08-25,2015-09-25,32,0.407,0.01,0.009,107
361,2016-01-15,2016-01-19,5,0.786,9.414,9.378,115
361,2016-08-08,2016-10-26,80,6.408,0.098,0.009,123
361,2016-12-23,2016-12-28,6,1.586,5.925,5.693,127
361,2017-01-01,2017-02-10,41,54.857,8.653,6.547,129
361,2018-08-30,2018-10-04,36,0.43,0.01,0.009,135
362,2002-07-20,2002-10-03,76,624.042,20.707,14.798,2
362,2003-01-29,2003-02-02,5,4.524,62.42,61.794,6
362,2003-02-05,2003-03-14,38,61.627,69.525,63.945,8
362,2003-06-20,2003-10-12,115,1051.355,24.516,13.224,10
362,2003-12-03,2004-07-14,225,1496.735,56.287,35.523,18
362,2004-07-17,2004-07-21,5,7.043,40.872,39.788,20
362,2004-07-23,2004-09-01,41,120.075,29.211,25.584,22
362,2005-01-22,2005-04-21,90,343.61,68.351,58.082,26
367,1988-05-05,1988-07-21,78,336.998,28.136,22.388,2
367,1988-07-23,1988-07-28,6,8.228,20.558,19.514,4
367,1988-07-31,1988-08-18,19,31.113,12.877,8.945,6
367,1988-09-02,1989-01-22,143,373.361,2.087,0.555,10
367,1992-05-22,1992-07-21,61,325.882,26.745,22.357,16
367,1992-07-23,1992-07-28,6,3.988,21.265,20.64,18
367,1992-08-14,1992-08-18,5,7.665,9.643,8.826,24
367,1992-09-17,1992-11-13,58,20.589,4.343,4.086,28
367,2001-06-20,2001-07-15,26,39.873,29.19,25.606,32
367,2001-07-18,2001-07-22,5,3.255,24.362,23.735,34
367,2001-08-01,2001-08-05,5,8.885,16.785,15.601,38
367,2001-08-07,2001-08-12,6,8.216,13.591,12.438,40
367,2001-08-15,2001-08-19,5,5.109,10.155,9.397,42
367,2001-09-08,2002-01-03,118,157.093,3.367,2.724,46
367,2002-03-12,2002-04-07,27,86.163,11.789,8.272,48
367,2002-10-05,2002-11-21,48,12.192,4.444,4.295,52
367,2003-04-16,2003-04-20,5,3.443,25.995,25.52,56
367,2003-04-23,2003-05-29,37,120.528,29.558,27.372,58
367,2015-06-13,2015-07-15,33,73.142,29.301,25.434,66
367,2015-09-22,2016-01-03,104,87.572,3.856,3.312,74
367,2016-09-08,2016-12-18,102,103.556,3.683,3.033,82
367,2019-03-12,2019-04-05,25,60.063,12.129,9.029,84
370,1982-04-16,1982-05-31,46,2420.952,437.722,385.685,4
370,1983-05-07,1983-05-29,23,824.827,495.893,480.125,6
370,1984-05-06,1984-05-22,17,303.59,504.144,484.669,8
370,1987-10-08,1988-01-15,100,987.741,374.427,368.305,10
370,1988-05-13,1988-05-17,5,59.69,517.129,510.577,14
370,1992-12-18,1993-03-30,103,3060.411,354.591,334.371,34
370,1994-07-25,1994-08-26,33,616.637,497.082,435.347,38
370,1994-08-28,1994-09-02,6,72.355,416.742,406.93,40
370,1994-09-07,1995-01-11,127,2907.782,361.607,344.954,42
370,1997-03-08,1997-05-15,69,3857.293,360.602,312.098,44
370,1999-04-10,1999-05-26,47,1489.137,436.803,372.539,46
370,2001-06-05,2002-04-01,301,15874.517,382.541,308.159,48
370,2006-04-30,2006-05-18,19,475.016,472.684,443.912,50
370,2011-05-07,2011-05-26,20,389.867,507.127,482.74,56
370,2011-05-28,2011-06-02,6,35.112,566.724,560.538,58
370,2015-08-01,2015-08-26,26,389.12,488.401,433.155,64
370,2015-08-28,2015-09-02,6,58.841,418.994,410.862,66
370,2015-09-13,2015-11-23,72,628.428,375.576,367.798,70
370,2015-11-28,2015-12-03,6,2.26,383.927,383.662,72
372,1987-09-25,1987-11-05,42,17.003,2.139,2.042,2
372,1988-09-12,1988-11-11,61,41.919,1.857,1.433,4
372,1992-06-11,1992-07-07,27,19.43,14.289,12.235,8
372,1992-08-24,1992-11-14,83,152.809,0.703,0,12
372,1993-03-05,1993-03-09,5,1.421,12.33,12.149,14
372,1993-03-12,1993-03-17,6,5.098,13.179,12.826,16
372,1994-09-10,1994-11-23,75,93.052,1.303,0.627,20
372,1999-10-08,1999-10-21,14,1.992,2.402,2.311,22
372,2000-09-17,2000-11-21,66,48.006,1.817,1.24,24
372,2001-02-05,2001-11-13,282,1112.79,6.438,0.654,26
372,2002-02-26,2002-03-28,31,46.185,12.086,10.188,28
372,2002-09-19,2002-11-07,50,35.246,1.839,1.306,30
372,2003-09-24,2003-09-30,7,0.16,2.521,2.468,32
372,2004-03-04,2004-03-09,6,2.189,12.25,11.951,34
372,2007-09-01,2007-11-10,71,50.737,1.829,1.402,38
372,2008-03-04,2008-03-09,6,3.128,12.093,11.762,42
372,2012-09-17,2012-11-07,52,29.081,1.985,1.732,48
372,2013-03-05,2013-03-10,6,2.408,12.213,11.849,52
372,2013-06-14,2013-06-24,11,6.127,15.606,14.677,58
372,2013-06-26,2013-07-01,6,1.658,14.247,13.979,60
372,2013-08-08,2013-08-12,5,3.266,4.45,3.918,68
372,2013-08-14,2013-11-09,88,124.755,1.186,0.384,70
372,2014-09-20,2014-10-20,31,13.247,2.117,1.786,78
372,2019-03-05,2019-03-26,22,25.583,12.938,12.153,80
373,1980-04-01,1980-06-15,76,7331.382,326.116,264.251,1
373,1980-07-25,1980-12-08,137,9669.653,401.892,374.143,3
373,1981-04-24,1981-05-21,28,468.672,402.427,393.77,5
373,1981-07-23,1982-06-29,342,41823.312,300.59,215.78,7
373,1982-08-30,1982-09-23,25,150.338,498.669,491.332,9
373,1983-04-16,1983-06-14,60,3679.919,369.921,317.425,11
373,1983-08-06,1983-11-18,105,4741.862,437.1,403.759,13
373,1984-04-01,1984-06-17,78,2961.687,386.039,341.781,15
373,1984-08-16,1984-11-10,87,2651.249,452.292,423.047,17
373,1984-11-12,1984-11-17,6,11.924,420.575,418.646,19
373,1985-03-09,1986-03-08,365,29363.406,347.436,290.933,21
373,1986-03-12,1986-03-31,20,95.57,353.821,349.813,23
373,1986-04-16,1986-06-05,51,3689.351,352.312,297.865,27
373,1986-07-18,1987-06-07,325,21273.665,354.93,320.232,29
373,1987-06-11,1989-07-07,758,123083.777,267.485,159.094,31
373,1989-07-14,1991-06-09,696,103345.469,276.454,182.063,35
373,1991-07-30,1992-06-26,333,26170.656,342,302.256,37
373,1992-07-29,1993-01-14,170,14083.252,365.587,316.615,39
373,1993-03-19,1993-05-29,72,2796.394,361.426,323.537,41
373,1994-07-14,1995-06-12,334,36264.916,313.554,248.177,43
373,1996-05-06,1996-06-04,30,739.849,415.815,384.223,45
373,1997-04-23,1997-06-02,41,2504.146,366.492,322.894,47
373,1999-05-14,1999-05-25,12,172.343,423.598,415.986,49
373,2001-07-27,2002-01-21,179,15201.382,361.092,314.911,51
373,2002-03-12,2002-06-06,87,3141.255,365.648,344.182,53
373,2002-09-01,2002-11-05,66,1905.461,451.223,425.109,55
373,2011-05-01,2011-06-23,54,2202.915,407.791,381.698,57
373,2017-05-21,2017-06-04,15,465.511,419.29,403.966,63
374,1981-08-29,1981-10-22,55,601.426,25.368,15.567,4
374,1984-08-09,1984-10-06,59,1128.782,26.164,18.74,6
374,1985-02-26,1985-04-07,41,198.6,124.853,115.533,10
374,1986-03-12,1986-04-04,24,64.484,130.441,126.925,16
374,1988-07-26,1988-09-15,52,304.536,51.654,37.862,18
374,1989-02-05,1989-05-01,86,1548.063,109.241,95.177,20
374,1991-02-12,1991-02-17,6,4.822,107.346,106.798,22
374,1991-02-19,1991-04-28,69,642.268,121.905,108.598,24
374,1992-03-11,1992-03-15,5,3.614,128.192,127.717,26
374,1992-03-18,1992-04-04,18,37.022,132.981,129.933,28
374,1992-07-17,1992-10-25,101,2287.892,27.026,0.333,32
374,1993-01-08,1993-01-13,6,7.997,73.986,72.664,34
374,1993-01-15,1993-05-13,119,1918.159,105.437,76.368,36
374,1994-07-31,1994-09-16,48,489.537,45.528,34.775,40
374,1995-02-26,1995-04-18,52,243.493,127.109,115.055,44
374,1997-03-16,1997-04-29,45,375.722,128.792,126.543,46
374,1999-03-26,1999-04-29,35,146.351,134.56,132.975,48
374,2001-08-02,2001-10-04,64,808.895,36.485,21.694,52
374,2002-02-26,2002-03-03,6,9.43,117.974,116.665,56
374,2002-03-05,2002-04-07,34,94.019,129.021,120.209,58
374,2002-08-16,2002-10-22,68,648.862,30.569,20.388,64
374,2003-01-15,2003-04-27,103,1116.926,108.056,78.467,68
374,2003-08-02,2003-10-22,82,1243.764,29.694,14.774,70
374,2004-01-29,2004-04-28,91,1256.849,110.715,92.983,72
374,2005-02-05,2005-05-01,86,1125.47,114.155,99.643,78
374,2006-03-05,2006-04-25,52,356.212,127.725,120.545,82
374,2007-07-19,2007-10-15,89,860.9,42.128,19.509,86
374,2008-02-26,2008-04-28,63,382.086,127.197,115.454,90
374,2011-03-05,2011-05-08,65,604.073,126.227,119.789,94
374,2013-03-26,2013-04-06,12,19.848,135.017,133.681,98
374,2014-02-26,2014-04-21,55,352.607,125.843,115.05,104
374,2015-07-21,2015-08-12,23,97.763,70.882,62.857,106
374,2016-07-18,2016-09-29,74,1085.902,41.459,25.263,114
374,2017-03-12,2017-03-16,5,6.231,127.668,126.695,118
374,2019-03-28,2019-04-25,29,123.533,134.493,132.867,122
374,2019-05-01,2019-05-06,6,4.699,138.501,138.172,124
375,1983-04-02,1983-04-06,5,1.682,7.417,7.191,2
375,1987-09-15,1987-11-23,70,16.354,0.124,0.037,6
375,1988-03-18,1988-04-17,31,15.918,6.954,5.39,12
375,1988-05-23,1988-06-09,18,6.208,8.956,8.734,14
375,1988-06-26,1988-07-14,19,8.537,5.496,4.26,20
375,1988-07-16,1988-07-21,6,1.74,3.75,3.498,22
375,1988-08-07,1988-11-21,107,33.142,0.059,0,28
375,1991-03-26,1991-03-31,6,1.643,6.691,6.482,32
375,1991-10-03,1991-11-11,40,8.25,0.151,0.016,38
375,1992-05-09,1992-11-11,187,208.031,2.326,0,40
375,1993-02-26,1993-03-02,5,0.385,2.855,2.787,42
375,1993-03-05,1993-03-19,15,17.031,3.535,3.057,44
375,1994-08-28,1994-12-01,96,29.082,0.055,0,46
375,2000-09-19,2000-11-03,46,14.294,0.047,0,50
375,2001-02-26,2001-04-26,60,42.692,5.781,2.54,52
375,2001-05-13,2001-08-05,85,86.268,5.767,1.072,54
375,2001-08-31,2001-11-13,75,18.486,0.111,0,56
375,2003-09-20,2003-11-23,65,14.954,0.128,0,66
375,2007-08-30,2007-11-13,76,16.216,0.144,0.049,82
375,2008-02-26,2008-03-02,6,1.396,2.699,2.527,84
375,2008-03-04,2008-03-16,13,8.465,3.878,3.084,86
375,2008-03-18,2008-03-30,13,4.854,6.112,5.298,88
375,2009-10-05,2009-10-16,12,0.476,0.318,0.297,96
375,2012-09-13,2012-11-14,63,12.63,0.157,0.049,104
375,2013-08-28,2014-01-01,127,38.164,0.057,0,106
375,2014-02-19,2014-03-10,20,21.041,1.809,1.062,108
375,2014-03-26,2014-03-30,5,1.592,6.647,6.42,114
375,2014-06-14,2014-07-29,46,24.083,5.208,1.965,122
375,2014-07-31,2014-08-05,6,2.444,1.366,1.026,124
375,2014-08-09,2014-11-25,109,26.402,0.124,0.028,126
375,2015-07-03,2015-07-08,6,1.883,5.758,5.431,132
375,2015-07-11,2015-07-15,5,1.537,4.786,4.566,134
375,2015-08-19,2015-12-03,107,22.699,0.145,0.048,142
375,2016-09-14,2016-10-31,48,7.326,0.205,0.118,144
375,2017-10-06,2017-10-28,23,1.768,0.281,0.218,146
375,2018-03-05,2018-03-15,11,4.075,4.056,3.614,148
375,2018-09-07,2018-11-22,77,11.993,0.202,0.109,152
375,2019-03-12,2019-03-23,12,6.716,4.945,4.432,156
375,2019-03-26,2019-03-31,6,1.602,6.698,6.393,158
377,1984-07-05,1984-07-28,24,292.442,132.369,125,2
377,1985-08-08,1985-08-12,5,20.822,109.847,105.953,10
377,1985-08-15,1985-08-19,5,19.758,96.532,92.753,12
377,1986-07-24,1986-08-19,27,284.416,107.911,88.066,20
377,1987-06-23,1987-11-22,153,2832.611,76.538,62.959,24
377,1988-06-28,1989-01-09,196,3157.929,70.621,51.337,26
377,1992-05-20,1993-02-23,280,5140.266,73.694,49.302,38
377,1994-07-03,1995-02-05,218,1818.215,75.042,63.412,44
377,1997-04-30,1997-05-04,5,11.339,88.551,86.877,46
377,1997-05-07,1997-05-11,5,34.327,98.464,94.472,48
377,1999-05-14,1999-05-25,12,98.221,114.806,109.413,52
377,2001-06-11,2002-04-07,301,2541.342,77.186,62.46,54
377,2002-04-30,2002-05-05,6,19.14,87.629,84.76,56
377,2002-05-07,2002-06-02,27,299.413,111.347,92.569,58
377,2002-09-01,2003-01-13,135,269.534,67.116,66.298,68
377,2003-05-14,2003-05-25,12,59.655,118.02,109.559,72
377,2007-09-04,2007-09-22,19,3.503,68.926,68.782,74
377,2007-10-05,2007-11-01,28,19.142,68.427,67.679,76
377,2008-05-06,2008-05-10,5,32.131,98.903,95.394,80
378,1988-07-31,1988-11-22,115,67.179,9.083,8.959,4
378,1998-01-25,1998-05-19,115,122.176,9.696,9.266,10
378,2004-06-13,2004-09-08,88,66.226,9.551,9.049,12
378,2005-06-06,2006-04-19,318,310.127,9.142,7.76,14
382,1987-09-20,1987-11-07,49,10.346,0.388,0.182,2
382,1988-01-01,1988-11-16,321,825.268,6.273,0.315,4
382,1989-01-15,1989-03-07,52,208.122,5.832,4.358,6
382,1990-04-19,1990-10-16,181,302.823,6.89,0.346,8
382,1991-01-22,1991-10-25,277,1161.472,5.712,0.29,10
382,1992-02-05,1992-02-22,18,17.786,9.774,8.698,14
382,1992-03-18,1992-10-31,228,825.66,5.611,0.384,20
382,1993-01-08,1993-03-17,69,359.156,4.814,3.178,22
382,1994-08-29,1994-10-21,54,11.688,0.383,0.371,24
382,2003-07-18,2003-07-22,5,3.553,7.078,6.59,30
382,2003-08-24,2003-10-29,67,15.219,0.38,0.37,42
382,2004-02-12,2004-02-17,6,2.668,10.561,10.296,46
382,2007-09-25,2007-10-26,32,7.309,0.371,0.321,52
382,2008-01-22,2008-03-21,60,136.968,9.534,6.417,54
382,2013-05-11,2013-07-08,59,48.131,13.954,9.436,58
382,2013-07-10,2013-07-15,6,4.266,8.511,7.999,60
382,2013-07-17,2013-07-22,6,3.995,7.122,6.664,62
382,2013-07-24,2013-07-29,6,3.225,5.799,5.311,64
382,2013-08-01,2013-08-05,5,2.617,4.365,3.98,66
382,2013-08-08,2013-08-12,5,1.934,3.077,2.725,68
382,2013-08-23,2013-10-06,45,13.062,0.324,0.295,72
382,2014-01-29,2014-02-17,20,22.177,8.433,7.385,74
382,2014-05-17,2014-08-12,88,97.035,10.098,2.256,82
382,2014-08-14,2014-08-19,6,3.05,1.576,1.203,84
382,2014-08-22,2014-11-18,89,25.644,0.321,0.292,86
382,2015-05-05,2015-05-27,23,13.658,17.14,16.541,92
382,2015-05-30,2015-06-03,5,1.444,16.038,15.835,94
382,2015-06-27,2015-07-01,5,2.196,11.512,11.12,102
382,2015-07-04,2015-07-08,5,2.376,10.141,9.743,104
382,2015-09-04,2015-11-17,75,21.293,0.315,0.291,110
382,2017-01-29,2017-02-10,13,12.912,7.866,7.593,112
382,2019-01-15,2019-03-09,54,65.086,8.808,4.602,124
382,2019-03-12,2019-03-17,6,2.448,15.28,15.023,126
383,1987-09-04,1987-10-26,53,78.731,1.559,0.284,2
383,1988-02-12,1988-11-17,280,1691.93,12.825,0,6
383,1989-01-29,1989-03-12,43,240.271,16.224,12.484,8
383,1990-04-26,1990-06-03,39,72.852,34.708,31.214,10
383,1990-06-05,1990-06-10,6,4.351,30.634,30.108,12
383,1990-08-13,1990-10-29,78,173.87,0.816,0.236,16
383,1991-02-05,1991-06-03,119,1015.041,23.812,14.728,18
383,1991-06-15,1991-07-01,17,27.914,23.796,20.609,20
383,1991-07-24,1991-11-07,107,280.046,1.034,0.237,26
383,1992-02-05,1992-11-12,282,2528.377,10.134,0.229,28
383,1993-01-29,1993-03-20,51,340.549,16.735,12.585,30
383,1994-07-03,1994-07-29,27,48.573,13.025,7.848,34
383,1994-08-21,1994-11-08,80,187.074,0.706,0.247,38
383,2001-08-08,2001-10-11,65,35.319,2.501,2.127,52
383,2002-02-19,2002-03-24,34,87.662,26.054,21.435,54
383,2002-08-07,2002-11-06,92,233.162,0.51,0,62
383,2003-02-12,2003-02-16,5,2.751,19.686,19.239,64
383,2003-02-19,2003-04-07,48,185.942,26.869,20.698,66
383,2003-07-25,2003-07-29,5,5.612,8.772,7.742,76
383,2003-08-01,2003-11-12,104,265.668,0.654,0,78
383,2004-02-05,2004-03-19,44,231.839,19.715,14.742,80
383,2004-08-31,2004-11-01,63,148.146,0.693,0,82
383,2005-02-12,2005-03-24,41,95.782,24.863,19.285,84
383,2007-08-26,2007-10-30,66,141.786,0.896,0.202,88
383,2008-02-12,2008-04-10,59,220.286,26.225,18.227,90
383,2008-09-20,2008-10-15,26,23.218,2.152,1.565,92
383,2009-02-26,2009-04-10,44,109.023,29.895,23.946,96
383,2009-08-19,2009-11-01,75,145.654,1.103,0.706,98
383,2010-02-12,2010-03-28,45,139.116,24.796,17.682,102
383,2013-08-10,2013-09-30,52,49.299,2.097,1.742,124
383,2014-07-05,2014-10-07,95,164.818,4.55,2.145,130
383,2015-06-20,2015-10-24,127,277.079,5.711,2.413,138
383,2016-09-18,2016-10-01,14,4.672,2.711,2.51,142
383,2018-09-23,2018-10-04,12,1.308,2.936,2.899,144
383,2019-02-19,2019-03-26,36,154.105,24.678,20.72,148
384,1982-05-05,1982-06-22,49,4736.099,422.28,355.833,2
384,1985-04-11,1985-09-09,152,28552.993,273.204,91.925,4
384,1986-03-18,1989-03-21,1100,131229.435,170.875,56.987,6
384,1989-04-09,1989-05-12,34,1846.285,256.599,185.253,10
384,1992-09-29,1992-12-27,90,1223.8,154.491,147.51,22
384,1993-04-16,1993-05-22,37,3041.723,293.828,232.95,24
384,2001-09-28,2001-12-27,91,1332.314,153.448,142.695,26
384,2002-04-16,2002-05-29,44,2876.004,333.286,232.222,28
384,2003-09-30,2003-12-19,81,1529.428,149.207,137.881,30
384,2004-04-22,2004-05-09,18,504.903,334.67,290.471,34
384,2004-06-03,2005-02-10,253,17141.548,228.976,96.156,40
384,2005-04-16,2005-05-24,39,3506.167,292.938,202.538,44
384,2011-05-21,2011-06-13,24,1394.87,487.4,450.814,48
385,1980-04-01,1980-04-28,28,6.295,0.008,0,1
385,1980-05-01,1980-05-15,15,1.407,0.175,0.095,3
385,1980-07-27,1981-05-02,280,59.061,0.002,0,5
385,1981-07-26,1982-06-16,326,67.234,0.018,0,7
385,1982-07-12,1983-04-23,286,53.788,0.03,0,11
385,1983-05-12,1983-05-22,11,2.403,0.062,0,13
385,1983-08-13,1984-05-12,274,54.721,0.009,0,15
385,1984-07-11,1986-05-27,686,149.063,0.012,0,19
385,1986-07-04,1987-04-07,278,57.08,0.015,0,21
385,1987-04-11,1987-04-15,5,0.663,0.095,0,23
385,1987-05-02,1987-06-07,37,8.783,0.047,0.042,27
385,1987-06-19,1987-07-17,29,8.023,0.047,0.042,29
385,1987-08-09,1989-06-10,672,140.705,0.018,0,33
385,1989-06-26,1989-11-10,138,37.221,0.015,0,35
385,1989-12-19,1989-12-31,13,0.344,0.124,0.095,39
385,1990-02-19,1990-04-17,58,5.579,0.098,0,41
385,1990-05-15,1990-05-24,10,1.391,0.145,0.095,43
385,1990-06-15,1990-06-24,10,0.773,0.239,0.199,47
385,1990-06-26,1990-07-22,27,4.148,0.172,0.112,49
385,1990-07-26,1990-12-02,130,14.163,0.148,0.112,51
385,1991-08-07,1991-09-08,33,7.976,0.066,0.053,53
385,1992-01-30,1992-04-02,64,1.602,0.149,0.131,55
385,1992-10-10,1992-12-05,57,3.32,0.143,0.131,61
385,1993-09-07,1994-02-13,160,17.508,0.084,0.063,63
385,1994-05-17,1994-05-24,8,0.637,0.206,0.139,65
385,1994-05-26,1995-04-15,325,52.165,0.071,0.042,67
385,1995-04-20,1995-05-09,20,2.366,0.136,0.073,69
385,1995-09-03,1995-10-23,51,3.049,0.203,0.134,71
385,1995-12-13,1996-04-13,123,6.946,0.111,0.073,73
385,1996-07-21,1996-09-17,59,2.753,0.262,0.236,75
385,1999-11-22,1999-11-26,5,0.151,0.149,0.131,81
385,2000-03-28,2000-04-02,6,0.292,0.16,0.138,83
385,2000-08-02,2000-08-11,10,0.014,0.32,0.319,85
385,2006-07-06,2006-09-20,77,3.596,0.265,0.261,87
385,2007-06-30,2007-07-19,20,0.257,0.313,0.313,89
385,2011-05-06,2011-05-13,8,0.235,0.24,0.207,93
385,2013-07-10,2013-09-03,56,1.575,0.29,0.271,101
386,1988-09-06,1988-11-17,73,924.537,11.058,3.827,2
386,1989-01-15,1989-03-02,47,1263.229,112.227,86.025,4
386,1992-02-12,1992-02-17,6,25.018,153.492,149.923,6
386,1992-02-19,1992-02-24,6,49.059,163.921,159.855,8
386,1992-02-26,1992-12-01,280,12033.273,73.656,0,10
386,1992-12-23,1992-12-28,6,16.707,41.752,39.972,12
386,1993-01-01,1993-03-16,75,3963.864,84.345,47.057,14
386,2003-09-05,2003-10-27,53,453.867,15.16,10.678,16
386,2004-01-15,2004-03-14,60,1889.999,120.549,81.684,20
386,2013-09-18,2013-10-10,23,102.174,19.281,15.391,22
386,2014-01-15,2014-04-10,86,1839.001,151.934,85.124,24
386,2014-04-26,2014-11-09,198,6790.406,63.249,0,26
386,2015-05-03,2015-10-18,169,2421.421,87.244,7.777,28
386,2016-01-29,2016-02-02,5,25.696,121.186,117.79,32
386,2016-02-05,2016-02-15,11,90.97,139.635,130.291,34
387,1981-08-05,1981-09-21,48,942.128,45.876,34.279,2
387,1982-04-07,1982-04-26,20,127.557,139.106,128.509,4
387,1983-02-19,1983-03-02,12,69.994,104.331,99.879,8
387,1983-04-11,1983-04-23,13,123.004,136.313,130.583,10
387,1983-09-01,1983-09-09,9,100.108,47.304,39.681,12
387,1984-01-29,1984-02-03,6,9.925,84.094,83.54,14
387,1984-02-05,1984-03-22,47,788.089,95.836,87.075,16
387,1985-08-11,1985-09-07,28,556.832,49.056,35.139,18
387,1987-06-14,1987-10-25,134,5334.549,37.061,0,20
387,1988-04-28,1988-10-26,182,10979.747,33.343,0.913,22
387,1989-07-15,1989-10-31,109,4371.298,20.629,5.551,24
387,1990-04-24,1990-06-06,44,2063.544,99.968,72.335,26
387,1990-07-19,1990-09-24,68,1842.954,45.619,33.668,28
387,1991-04-18,1991-10-20,186,13312.049,27.701,4.468,30
387,1992-04-16,1992-09-29,167,11526.986,38.365,6.528,32
387,1993-09-04,1993-09-09,6,54.666,47.889,44.414,34
387,1994-05-05,1994-10-24,173,7953.134,46.899,9.932,36
387,1997-03-01,1997-05-13,74,3731.581,87.564,51.252,40
387,1997-09-02,1997-09-09,8,37.186,53.155,52.213,42
387,1998-09-04,1998-09-11,8,92.727,43.92,38.582,44
387,1999-04-04,1999-05-01,28,578.134,124.89,107.822,46
387,1999-09-01,1999-09-13,13,225.02,38.845,23.449,48
387,2000-08-27,2000-09-14,19,145.779,49.474,45.984,52
387,2001-07-14,2001-09-02,51,1328.36,59.696,36.581,54
387,2002-07-17,2002-09-08,54,1851.477,46.875,34.594,56
387,2003-08-02,2004-03-27,239,12754.679,11.659,1.276,58
387,2004-08-04,2004-09-10,38,906.878,46.157,35.636,60
387,2005-08-01,2005-09-09,40,863.068,51.572,42.022,62
387,2006-03-06,2006-04-07,33,1352.15,90.352,71.537,64
387,2006-08-30,2006-09-09,11,118.164,48.593,40.26,66
387,2007-07-17,2007-09-09,55,1156.776,59.69,47.294,70
387,2011-05-04,2011-05-10,7,46.811,142.361,137.997,76
387,2013-07-11,2013-08-26,47,880.949,72.063,62.267,78
387,2014-08-10,2014-08-26,17,136.754,67.6,61.727,82
387,2015-08-08,2015-09-02,26,168.325,66.562,62.478,86
387,2016-08-09,2016-08-25,17,163.692,66.016,62.056,88
387,2018-08-15,2018-09-02,19,99.118,64.354,59.293,92
387,2019-08-18,2019-08-26,9,29.891,68.462,65.13,94
387,2019-08-29,2019-09-02,5,13.691,60.684,58.679,96
387,2019-09-04,2019-09-09,6,8.509,55.582,55.079,98
388,1988-04-30,1988-10-06,160,1340.671,11.848,0,2
388,1989-02-12,1989-03-07,24,93.148,28.365,23.192,4
388,1990-08-24,1990-10-07,45,1.021,0.024,0.015,6
388,1991-02-05,1991-08-05,182,2075.512,26.098,0.233,8
388,1991-08-09,1991-10-08,61,2.093,0.013,0,10
