Dam_ID,start,end,duration,cumulative_intensity,mean_intensity,max_intensity,drought_id
41,1980-04-01,1980-04-30,30,3519.126,151.743,89.452,1
41,1982-04-30,1982-05-23,24,863.767,334.574,300.718,3
41,1985-03-15,1985-05-17,64,4018.511,218.492,97.459,7
41,1987-11-13,1987-11-25,13,347.582,848.277,813.463,11
41,1987-11-27,1987-12-02,6,103.454,793.459,780.699,13
41,1988-03-05,1988-04-23,50,4527.959,156.201,90.227,17
41,1989-02-23,1989-04-26,63,5968.656,157.514,91.717,19
41,1991-04-17,1991-05-18,32,1139.995,291.888,257.142,23
41,1994-10-04,1994-10-28,25,475.621,1008.102,980.664,35
41,1995-04-16,1995-05-17,32,2288.777,252.052,215.293,41
41,1998-04-20,1998-04-30,11,154.539,277.864,262.375,43
41,1998-10-24,1998-10-28,5,73.17,984.696,974.019,47
41,1998-10-30,1998-11-11,13,257.922,931.762,902.068,49
41,1999-03-10,1999-04-11,33,4036.114,115.339,3.088,51
41,1999-04-27,1999-06-16,51,13951.18,160.535,6.848,53
41,2001-09-03,2001-11-14,73,6115.733,936.755,860.332,55
41,2002-04-02,2002-04-14,13,442.145,211.825,193.135,57
41,2002-04-25,2002-05-29,35,2114.023,313.882,276.563,59
41,2006-03-17,2006-05-17,62,6406.42,179.387,111.194,61
41,2008-03-24,2008-05-20,58,8463.299,152.298,80.607,63
41,2011-04-23,2011-06-01,40,3865.851,281.98,198.527,65
41,2012-04-03,2012-04-24,22,895.362,221.023,203.574,67
41,2015-10-24,2015-10-30,7,86.355,978.6,964.798,73
41,2017-10-06,2017-10-21,16,282.345,1018.114,993.347,75
41,2018-03-09,2018-05-09,62,9855.95,106.006,34.445,77
41,2018-10-05,2018-11-04,31,1594.236,961.879,898.026,79
41,2019-03-16,2019-05-18,64,5919.033,191.309,111.865,81
41,2019-07-16,2020-01-03,172,35715.225,707.282,553.155,83
42,1980-05-07,1980-05-15,9,11.127,103.685,102.766,12
42,1980-10-02,1980-10-06,5,5.094,102.688,101.648,32
42,1980-11-13,1980-11-20,8,9.374,102.757,102.081,38
42,1980-11-22,1980-12-02,11,15.943,102.575,101.596,40
42,1980-12-12,1980-12-25,14,24.462,102.516,101.699,46
42,1981-02-12,1981-02-16,5,3.206,104.24,103.079,54
42,1982-04-04,1982-04-08,5,6.196,103.845,103.111,144
42,1982-11-25,1982-11-30,6,3.119,103.505,102.932,166
42,1983-01-27,1983-01-31,5,5.276,103.665,102.974,188
42,1983-02-10,1983-02-14,5,3.683,104.12,103.245,192
42,1983-03-16,1983-03-21,6,2.956,104.57,104.146,202
42,1983-09-18,1983-09-22,5,2.714,103.175,102.746,222
42,1983-09-24,1983-09-28,5,2.424,103.222,102.766,224
42,1983-11-15,1983-11-22,8,4.453,103.38,102.538,242
42,1983-12-18,1983-12-22,5,1.809,103.907,103.517,248
42,1983-12-28,1984-01-03,7,5.841,103.552,102.538,252
42,1984-01-24,1984-01-28,5,7.264,103.223,102.228,260
42,1984-02-27,1984-03-02,5,7.692,103.446,102.279,274
42,1984-03-25,1984-03-31,7,5.178,104.344,103.338,282
42,1984-11-01,1984-11-05,5,3,103.223,102.651,324
42,1984-12-14,1984-12-19,6,2.066,103.897,103.255,334
42,1984-12-22,1984-12-28,7,5.701,103.525,102.881,336
42,1985-01-27,1985-02-04,9,8.054,103.839,103.14,352
42,1985-02-06,1985-02-16,11,15.858,103.405,102.59,354
42,1985-02-19,1985-02-26,8,5.789,104.219,102.196,356
42,1985-03-06,1985-03-14,9,9.753,103.95,103.194,362
42,1986-01-08,1986-01-14,7,6.112,103.644,103.182,410
42,1986-01-21,1986-01-26,6,9.043,103.156,102.516,414
42,1986-01-28,1986-02-03,7,6.846,103.761,103.152,416
42,1986-02-05,1986-02-10,6,5.388,103.921,103.057,418
42,1986-02-12,1986-02-17,6,4.423,104.144,102.641,420
42,1986-02-19,1986-02-27,9,15.609,103.213,101.721,422
42,1986-03-07,1986-03-11,5,5.178,103.988,103.194,426
42,1986-03-16,1986-03-20,5,5.111,104.039,103.527,428
42,1987-09-30,1987-10-04,5,52.272,93.253,87.494,472
42,1987-12-03,1987-12-08,6,5.155,103.251,102.59,482
42,1988-04-24,1988-05-18,25,242.873,95.242,90.714,488
42,1992-09-25,1992-10-30,36,324.316,94.725,87.524,558
42,1995-03-29,1995-04-09,12,31.394,102.467,101.083,588
42,1995-04-21,1995-04-28,8,17.019,102.905,101.379,594
42,1996-10-07,1996-10-20,14,37.841,101.024,99.935,614
42,2002-11-11,2002-11-17,7,7.3,102.855,102.213,704
42,2005-05-07,2005-05-20,14,33.622,102.511,100.845,736
42,2005-05-22,2005-05-28,7,12.899,102.971,102.039,738
42,2005-05-30,2005-06-16,18,35.355,102.711,101.286,740
42,2005-06-19,2005-06-28,10,16.501,102.839,101.347,742
42,2008-07-27,2008-07-31,5,9.064,102.258,101.523,784
42,2009-03-29,2009-04-11,14,11.331,104.272,102.754,790
42,2010-11-10,2010-11-18,9,5.715,103.259,102.639,812
42,2012-03-10,2012-03-14,5,1.247,104.798,104.461,836
42,2013-03-25,2013-03-29,5,2.348,104.612,104.376,862
42,2014-10-08,2014-10-13,6,4.538,102.96,102.744,916
42,2015-05-23,2015-06-14,23,70.226,101.667,101.141,932
42,2015-09-23,2015-10-17,25,98.852,99.76,98.629,938
42,2015-10-20,2015-10-30,11,47.112,99.484,98.589,940
42,2015-11-04,2015-11-12,9,11.068,102.622,99.742,942
42,2015-11-19,2015-11-28,10,7.469,103.242,102.754,946
42,2017-08-26,2017-09-03,9,26.995,100.808,99.162,1032
42,2017-09-06,2017-09-17,12,62.956,98.5,97.873,1034
42,2017-10-17,2017-10-23,7,15.723,101.498,100.505,1036
42,2017-11-12,2017-11-21,10,14.187,102.506,100.968,1038
42,2018-01-27,2018-02-02,7,10.304,103.257,102.526,1046
42,2019-10-17,2019-10-21,5,5.263,102.684,102.568,1116
55,1980-10-12,1980-11-02,22,23.743,23.166,22.851,2
55,1985-09-20,1985-10-23,34,303.145,15.33,12.47,4
55,1986-09-17,1986-11-01,46,256.558,18.668,14.814,6
55,1987-09-11,1987-12-12,93,976.893,13.741,10.842,8
55,1988-01-29,1988-04-03,66,336.504,55.371,33.514,10
55,1988-09-18,1988-10-16,29,253.84,15.492,12.717,12
55,1989-09-23,1989-11-07,46,431.319,14.869,13.346,14
55,1992-09-08,1992-11-09,63,499.938,16.31,13.063,16
55,1993-03-05,1993-03-23,19,71.109,66.624,61.039,20
55,1993-09-22,1993-12-15,85,896.332,13.7,9.029,24
55,1994-02-19,1994-03-17,27,75.013,59.667,52.485,26
55,1994-03-19,1994-03-31,13,32.378,75.549,71.912,28
55,1994-09-12,1994-11-01,51,526.199,13.928,8.906,32
55,1995-08-01,1995-08-19,19,84.927,42.024,37.565,34
55,1998-08-28,1998-09-02,6,2.425,28.831,28.714,42
55,2001-01-29,2001-05-18,110,3205.025,43.77,27.993,46
55,2001-08-08,2001-10-28,82,786.361,18.842,12.281,50
55,2002-10-14,2003-01-11,90,189.419,22.141,19.318,52
55,2003-01-15,2003-01-26,12,27.202,24.681,24.007,54
55,2003-06-28,2003-10-21,116,1484.411,28.839,11.94,60
55,2004-08-20,2004-09-02,14,57.914,27.252,23.863,64
55,2005-08-07,2005-11-04,90,803.008,19.391,11.817,68
55,2006-08-25,2006-09-02,9,18.709,28.458,26.778,70
55,2006-10-02,2006-11-03,33,61.759,22.374,21.458,72
55,2008-04-08,2008-05-14,37,296.2,84.081,81.41,74
55,2015-08-22,2015-10-30,70,329.033,20.819,17.55,82
55,2019-08-01,2019-10-21,82,632.473,23.039,15.069,88
57,1980-04-01,1980-05-13,43,1433.986,142.59,114.611,1
57,1986-08-02,1986-11-23,114,2089.546,46.262,25.977,3
57,1987-01-22,1987-05-11,110,3373.957,108.665,74.541,5
57,1987-07-31,1988-05-27,302,10014.516,63.149,26.767,9
57,1988-08-27,1988-11-05,71,919.942,41.945,28.715,13
57,1989-03-05,1989-04-19,46,529.946,143.784,129.577,15
57,1992-07-31,1992-11-30,123,2144.717,46.494,29.641,19
57,1993-01-15,1994-11-29,684,26944.608,71.315,23.337,21
57,1996-07-06,1996-10-27,114,2768.37,60.642,36.696,25
57,2001-04-09,2001-04-26,18,43.823,171.885,168.173,29
57,2001-08-08,2001-11-16,101,1928.598,43.614,23.874,33
57,2002-02-19,2002-02-23,5,12.066,112.535,111.395,35
57,2002-02-26,2002-04-26,60,706.204,142.526,118.439,37
57,2005-09-04,2005-11-21,79,812.888,41.061,30.576,47
57,2006-02-12,2006-05-24,102,3199.117,124.547,99.784,49
57,2015-10-17,2015-10-30,14,37.768,44.899,43.882,51
57,2019-10-12,2019-10-20,9,19.06,45.479,44.124,53
60,1980-07-11,1980-08-18,39,92.435,28.037,23.604,2
60,1980-10-15,1980-11-04,21,27.999,6.03,5.252,6
60,1981-07-05,1981-08-05,32,32.683,31.717,29.401,8
60,1981-10-21,1982-02-14,117,228.1,5.414,4.74,10
60,1982-03-31,1982-05-22,53,156.578,10.627,6.301,12
60,1982-10-30,1982-12-02,34,17.736,6.842,6.482,14
60,1983-02-03,1983-02-19,17,4.388,7.105,6.958,16
60,1983-04-23,1983-05-24,32,151.791,13.878,9.637,20
60,1983-10-11,1983-11-16,37,43.237,6.195,4.786,22
60,1983-11-23,1984-01-03,42,113.215,4.668,3.448,24
60,1984-10-21,1985-04-11,173,437.944,4.832,4.712,26
60,1985-10-12,1985-10-26,15,20.346,6.007,4.918,28
60,1985-12-14,1986-01-19,37,53.15,5.927,5.353,30
60,1986-10-11,1986-11-22,43,101.886,4.994,3.885,34
60,1987-06-29,1987-08-05,38,103.752,30.244,28.714,36
60,1987-10-13,1987-12-10,59,130.349,5.154,4.046,40
60,1988-10-14,1988-11-04,22,46.69,5.241,3.688,42
60,1991-09-30,1991-11-22,54,147.399,4.634,3.244,44
60,1992-10-05,1993-03-16,163,297.426,5.539,4.021,46
60,1993-07-11,1993-08-05,26,20.258,31.604,28.931,48
60,1993-08-08,1993-08-12,5,5.475,27.185,26.19,50
60,1993-08-14,1993-08-19,6,5.421,24.819,24.078,52
60,1993-10-11,1994-02-02,115,327.543,4.515,3.059,56
60,1994-07-02,1994-09-09,70,270.4,23.804,14.417,58
60,1994-10-05,1994-10-26,22,14.218,6.717,6.354,60
60,1994-10-29,1994-11-29,32,18.628,6.781,6.19,62
60,1995-04-23,1995-05-16,24,72.699,13.717,9.611,64
60,1995-07-13,1995-08-26,45,102.337,26.866,20.784,66
60,1997-02-20,1997-03-18,27,22.678,6.523,6.167,72
60,1997-05-07,1997-05-12,6,18.576,16.417,15.643,74
60,1998-07-17,1998-09-09,55,286.281,20.687,12.641,76
60,1998-09-12,1998-09-16,5,2.013,11.787,11.461,78
60,1999-04-06,1999-05-25,50,163.655,11.782,6.544,80
60,2000-12-01,2001-04-02,123,328.561,4.692,3.531,82
60,2001-04-16,2001-04-20,5,0.88,8.041,7.896,84
60,2001-04-23,2001-04-28,6,13.732,9.89,8.573,86
60,2001-08-15,2001-09-09,26,46.902,18.835,13.938,94
60,2001-10-03,2001-11-13,42,47.08,6.242,5.38,98
60,2002-12-04,2003-01-03,31,11.158,7.003,6.639,100
60,2005-12-17,2005-12-21,5,1.018,7.16,7.075,110
60,2008-03-14,2008-05-17,65,246.039,7.609,5.277,112
60,2010-05-08,2010-05-16,9,10.52,19.433,18.539,114
60,2011-05-07,2011-05-15,9,13.35,18.756,17.85,116
60,2012-05-06,2012-05-10,5,2.628,18.988,18.651,118
60,2018-10-21,2018-11-28,39,36.322,6.432,5.541,128
60,2019-11-27,2019-12-19,23,27.059,6.187,5.459,130
63,1980-04-01,1980-04-27,27,583.173,137.103,117.551,1
63,1980-08-09,1980-11-06,90,2066.912,84.287,50.433,3
63,1981-09-18,1981-10-28,41,790.143,70.796,58.968,7
63,1985-02-26,1985-05-28,92,1962.019,131.462,103.898,9
63,1987-09-04,1988-05-09,249,7884.542,64.376,12.002,25
63,1988-09-18,1988-11-24,68,1992.79,48.267,27.137,27
63,1989-03-19,1989-04-13,26,130.397,138.231,127.024,33
63,1989-09-25,1989-11-09,46,825.083,62.729,52.472,37
63,1990-09-25,1990-11-04,41,914.273,60.64,47.415,41
63,1991-09-25,1991-11-25,62,1522.31,50.024,34.994,45
63,1992-09-05,1992-12-29,116,3442.648,44.957,24.06,47
63,1993-01-01,1993-05-25,145,4167.716,93.421,54.702,49
63,1993-09-14,1994-07-22,312,12671.594,75.628,13.067,51
63,1994-07-24,1994-07-29,6,6.724,170.312,168.765,53
63,1994-08-30,1994-12-13,106,3589.634,48.048,13.188,63
63,1995-09-25,1995-10-21,27,310.962,78.221,69.622,65
63,1996-10-02,1996-10-28,27,311.605,69.99,63.918,69
63,1997-04-09,1997-05-16,38,1066.693,141.758,121.907,71
63,1998-09-19,1998-11-19,62,1309.018,58.664,45.086,73
63,1999-04-09,1999-05-31,53,738.345,160.746,149.646,75
63,2001-03-26,2001-06-13,80,1085.772,158.342,135.609,79
63,2001-09-12,2001-12-03,83,2808.205,44.548,20.784,81
63,2002-10-05,2002-10-28,24,198.423,72.856,66.315,87
63,2003-09-29,2003-11-11,44,611.958,64.002,52.596,89
63,2004-03-11,2004-03-15,5,11.657,121.389,119.81,91
63,2004-03-18,2004-03-23,6,21.492,128.53,125.98,93
63,2004-03-25,2004-03-30,6,20.927,136.854,133.826,95
63,2004-04-01,2004-04-06,6,23.479,144.376,141.771,97
63,2005-09-21,2005-11-18,59,1173.816,59.285,46.058,103
63,2006-09-21,2006-11-06,47,1177.393,59.117,39.619,105
63,2007-09-25,2007-10-28,34,462.188,72.635,64.999,109
63,2008-04-02,2008-05-22,51,1576.613,138.52,124.177,111
63,2008-10-02,2008-10-27,26,166.153,75.701,70.004,115
63,2009-09-26,2009-11-04,40,739.277,63.989,53.137,117
63,2010-03-26,2010-05-17,53,434.428,155.161,136.287,119
63,2012-10-03,2012-10-21,19,143.98,76.871,67.838,121
63,2014-09-21,2014-11-04,45,963.103,63.75,43.885,125
63,2015-09-19,2015-11-16,59,1963.25,47.666,26.12,129
63,2016-09-25,2016-10-19,25,310.532,77.265,66.042,131
63,2017-09-27,2017-10-21,25,230.244,79.575,66.795,135
63,2018-09-20,2018-11-04,46,805.538,68.178,53.375,137
63,2019-03-05,2019-06-02,90,2093.554,135.127,108.065,139
63,2019-09-25,2019-10-25,31,285.457,78.33,66.892,143
72,1989-12-24,1990-01-06,14,21.079,20.79,20.388,2
72,1999-10-18,1999-11-17,31,44.918,11.849,10.677,4
72,2000-11-25,2001-11-28,369,4152.188,22.15,6.209,8
72,2002-12-02,2002-12-13,12,17.31,15.261,14.87,10
80,1982-02-09,1982-02-14,6,74.152,206.161,199.52,6
80,1985-01-29,1985-02-23,26,220.497,209.331,199.936,14
80,1989-02-03,1989-03-10,36,2004.909,175.932,144.681,26
80,1990-12-24,1990-12-29,6,11.892,177.658,176.064,32
80,1991-01-01,1991-01-11,11,15.877,182.299,181.235,34
80,1993-01-13,1993-01-20,8,33.669,185.98,185.485,38
80,1997-02-09,1997-03-09,29,1123.956,196.325,146.177,44
80,1999-01-30,1999-02-07,9,92.6,197.926,191.859,46
80,2000-01-22,2000-02-01,11,64.099,194.798,192.353,48
80,2001-02-26,2001-03-27,30,349.818,250.796,237.978,50
80,2001-05-07,2001-10-31,178,8317.958,268.036,199.63,54
80,2002-01-24,2002-02-21,29,200.019,206.419,190.536,56
80,2009-12-07,2009-12-16,10,98.335,169,163.205,70
80,2010-01-13,2010-01-18,6,56.93,180.265,174.624,72
80,2011-12-24,2011-12-28,5,20.184,175.603,174.058,78
80,2013-01-27,2013-02-08,13,99.116,199.221,188.75,80
80,2015-04-30,2015-10-19,173,10340.529,262.937,152.214,96
80,2015-11-02,2015-11-19,18,709.949,157.196,152.092,98
80,2017-01-06,2017-01-24,19,250.261,176.442,165.502,100
80,2017-01-29,2017-02-03,6,18.385,202.328,201.013,102
80,2017-12-20,2017-12-30,11,124.409,167.881,160.463,112
80,2019-03-05,2019-03-24,20,308.996,250.142,244.41,118
80,2019-11-18,2019-12-07,20,276.1,170.021,152.092,122
80,2020-01-09,2020-01-24,16,231.194,176.287,155.685,124
83,1981-02-05,1981-02-09,5,1.766,229.418,228.941,2
83,1985-01-10,1985-01-17,8,9.174,195.313,194.637,14
83,1985-01-29,1985-02-24,27,404.134,221.4,203.767,16
83,1985-03-05,1985-03-09,5,15.536,284.988,281.97,20
83,1985-03-12,1985-03-22,11,70.727,300.478,291.069,22
83,1989-02-03,1989-03-07,33,1787.437,198.643,150.557,40
83,1990-01-29,1990-02-08,11,66.008,214.782,209.106,42
83,1994-02-05,1994-02-24,20,216.269,232.807,228.859,58
83,1996-01-29,1996-02-03,6,35.474,209.734,207.412,60
83,1998-01-29,1998-02-02,5,15.282,212.59,208.311,72
83,1999-01-11,1999-01-15,5,58.535,184.753,181.925,78
83,1999-01-28,1999-02-07,11,162.717,203.477,195.936,80
83,2001-02-19,2001-03-29,39,752.336,272.473,253.516,88
83,2002-01-29,2002-02-07,10,94.457,210.438,201.715,96
83,2003-06-09,2003-08-19,72,1759.653,302.83,257.237,98
83,2004-05-11,2004-05-31,21,385.156,353.204,338.536,104
83,2005-01-05,2005-01-17,13,19.793,194.938,194.081,106
83,2005-02-26,2005-03-03,6,16.602,270.9,268.511,108
83,2005-03-05,2005-03-27,23,475.494,283.434,275.064,110
83,2007-01-29,2007-02-15,18,116.547,221.03,211.924,112
83,2008-01-29,2008-02-16,19,238.975,215.811,206.466,124
83,2009-02-12,2009-02-17,6,11.456,242.382,241.017,130
83,2009-02-19,2009-02-24,6,59.317,249.108,245.234,132
83,2010-12-24,2010-12-28,5,30.553,190.35,187.593,134
83,2011-01-31,2011-03-08,37,535.161,236.284,208.337,136
83,2014-11-08,2014-11-22,15,137.405,187.3,180.612,144
83,2014-12-15,2014-12-19,5,7.13,195.034,194.226,146
83,2015-01-29,2015-02-07,10,77.453,212.139,208.11,150
83,2015-05-08,2015-09-02,118,2289.466,310.4,227.672,154
83,2015-09-04,2015-09-09,6,27.724,221.03,217.264,156
83,2015-09-25,2015-10-22,28,498.15,178.669,156.104,162
83,2015-11-02,2015-11-17,16,315.587,176.736,162.611,164
83,2017-01-04,2017-01-10,7,12.598,194.66,192.568,166
83,2017-12-16,2017-12-29,14,136.129,186.737,183.267,176
83,2018-10-20,2018-11-20,32,690.953,174.868,156.23,178
83,2018-11-28,2018-12-16,19,324.882,179.361,157.581,180
83,2019-11-15,2019-12-07,23,451.743,176.819,157.071,182
83,2019-12-13,2020-01-01,20,403.409,176.29,158.226,184
83,2020-03-25,2020-03-29,5,36.784,320.483,319.254,188
85,1981-04-30,1981-05-15,16,40.736,41.338,39.833,4
85,1982-04-30,1982-05-18,19,81.404,40.404,39.909,10
85,1983-04-30,1983-05-17,18,77.029,40.171,39.428,12
85,1985-04-30,1985-05-18,19,92.148,39.838,38.078,16
85,1987-04-30,1987-05-14,15,41.891,40.752,39.629,20
85,1987-09-13,1987-10-14,32,227.354,40.452,38.54,22
85,1988-04-29,1988-05-08,10,19.645,40.396,39.596,24
85,1989-04-30,1989-05-12,13,36.712,40.18,39.54,26
85,1991-05-01,1991-05-09,9,19.115,40.37,39.776,30
85,1992-04-29,1992-05-16,18,71.144,40.498,38.597,36
85,1993-04-30,1993-05-26,27,150.622,41.185,39.776,38
85,1994-04-30,1994-05-22,23,105.396,41.166,39.741,42
85,1995-05-05,1995-05-24,20,132.824,40.938,39.507,52
85,1996-04-29,1996-05-17,19,93.404,39.772,38.951,60
85,1997-04-30,1997-05-23,24,130.196,40.609,39.339,62
85,1998-04-30,1998-05-20,21,110.886,39.816,39.417,64
85,1999-04-30,1999-05-24,25,163.856,39.743,39.417,66
85,2000-04-29,2000-05-28,30,200.592,40.885,39.295,68
85,2001-04-30,2001-05-18,19,82.42,40.35,39.151,70
85,2002-04-30,2002-05-18,19,87.667,40.074,39.384,72
85,2003-04-30,2003-05-17,18,80.489,39.978,39.206,74
85,2004-04-29,2004-05-20,22,115.132,40.204,38.973,76
85,2005-04-30,2005-05-19,20,96.069,40.099,38.962,78
85,2006-04-30,2006-05-17,18,76.808,40.183,39.619,80
85,2007-04-30,2007-05-16,17,72.25,39.934,39.428,82
85,2008-04-29,2008-05-17,19,86.385,40.142,39.417,84
85,2008-07-19,2008-10-13,87,983.675,45.432,38.597,86
85,2008-11-11,2009-01-15,66,636.722,28.013,24.868,88
85,2009-03-21,2009-03-25,5,7.125,36.235,35.333,90
85,2009-04-30,2009-05-05,6,10.346,39.442,39.04,94
85,2009-05-07,2009-05-19,13,82.328,40.581,39.339,96
85,2010-05-07,2010-05-19,13,53.905,42.768,41.98,98
85,2011-05-07,2011-05-21,15,64.03,43.162,41.491,100
85,2012-05-06,2012-05-11,6,18.718,42.028,41.592,104
85,2014-10-10,2014-10-14,5,6.138,39.357,39.147,106
85,2015-02-27,2015-03-03,5,4.181,36.824,35.693,110
85,2015-10-03,2015-10-14,12,33.809,39.433,38.504,118
85,2018-10-03,2018-10-07,5,10.081,42.566,41.857,130
88,1980-11-15,1980-11-22,8,16.927,5.34,4.972,2
88,1980-11-27,1980-12-02,6,9.235,5.916,5.263,4
88,1980-12-14,1980-12-22,9,11.265,6.204,5.192,6
88,1981-01-05,1981-01-27,23,53.929,5.111,4.722,8
88,1981-02-05,1981-02-09,5,3.672,14.208,13.468,12
88,1981-11-12,1981-11-18,7,7.932,6.322,5.401,18
88,1981-11-26,1981-12-02,7,13.146,5.577,4.877,22
88,1982-01-04,1982-01-23,20,43.836,5.264,4.777,24
88,1982-11-12,1982-11-29,18,40.638,5.198,4.468,32
88,1982-12-24,1983-01-04,12,18.185,5.94,4.836,38
88,1983-01-14,1983-02-08,26,66.96,7.014,4.553,40
88,1983-11-12,1983-12-07,26,50.681,5.506,4.506,42
88,1983-12-10,1983-12-14,5,6.066,6.242,4.833,44
88,1983-12-21,1983-12-30,10,22.676,5.188,4.822,46
88,1984-01-05,1984-01-24,20,43.059,5.302,4.745,50
88,1984-01-30,1984-02-03,5,3.739,10.357,10.216,52
88,1984-02-05,1984-02-10,6,9.367,13.381,11.848,54
88,1984-11-19,1984-11-29,11,22.122,5.444,4.655,58
88,1984-12-03,1985-01-24,53,131.344,4.977,4.769,60
88,1985-01-26,1985-02-14,20,71.37,9.502,5.177,62
88,1985-11-11,1985-11-16,6,11.178,5.593,5.02,74
88,1985-11-18,1986-01-16,60,141.321,5.1,4.674,76
88,1986-01-18,1986-02-01,15,38.212,5.881,4.862,78
88,1986-11-13,1986-11-21,9,12.233,6.096,5.12,88
88,1986-12-03,1987-01-20,49,115.168,5.105,4.486,94
88,1987-08-06,1987-09-02,28,121.753,22.011,17.287,101
88,1987-09-05,1987-09-09,5,5.393,15.245,14.653,103
88,1987-10-17,1987-11-24,39,45.735,6.283,5.309,105
88,1987-12-19,1988-01-09,22,43.271,5.489,4.844,110
88,1988-11-30,1988-12-27,28,50.98,5.635,4.68,124
88,1988-12-29,1989-01-09,12,20.794,5.723,4.817,126
88,1989-01-20,1989-02-01,13,26.16,6.566,4.997,128
88,1989-02-12,1989-02-16,5,6.818,17.542,16.795,132
88,1989-11-06,1989-11-12,7,3.637,6.936,6.798,142
88,1989-11-21,1989-12-03,13,18.877,6.003,5.322,146
88,1989-12-14,1990-01-03,21,27.634,6.14,5.38,150
88,1990-01-26,1990-02-10,16,36.677,9.567,6.354,152
88,1990-11-13,1990-11-23,11,17.587,5.857,4.848,156
88,1990-11-29,1990-12-10,12,13.085,6.365,5.269,160
88,1990-12-12,1991-01-11,31,51.578,5.792,5.061,162
88,1991-01-29,1991-02-03,6,3.818,10.469,9.539,164
88,1991-11-16,1991-11-25,10,16.824,5.773,4.64,172
88,1991-12-01,1991-12-06,6,10.948,5.631,5.153,174
88,1991-12-16,1992-01-22,38,78.976,5.377,4.273,178
88,1992-07-26,1992-11-01,99,NA,NA,NA,184
88,1992-12-04,1992-12-18,15,35.8,5.069,4.286,192
88,1992-12-26,1993-01-19,25,49.383,5.48,4.865,194
88,1993-11-21,1993-12-01,11,5.377,6.967,6.607,210
88,1993-12-04,1993-12-08,5,4.651,6.525,6.013,212
88,1993-12-10,1993-12-29,20,27.588,6.076,5.173,214
88,1994-02-05,1994-02-24,20,63.95,15.531,13.412,222
88,1994-11-15,1994-11-30,16,20.294,6.187,5.411,224
88,1994-12-06,1994-12-17,12,23.332,5.511,5.204,226
88,1994-12-22,1994-12-27,6,3.857,6.813,6.414,228
88,1994-12-29,1995-01-13,16,29.718,5.598,5.05,230
88,1995-11-19,1995-11-25,7,5.966,6.603,6.087,234
88,1996-01-11,1996-01-15,5,5.479,6.36,5.899,238
88,1996-01-27,1996-02-06,11,29.483,8.459,6.377,240
88,1996-11-11,1996-11-17,7,10.645,5.935,5.224,244
88,1997-01-22,1997-01-31,10,15.788,6.971,5.535,252
88,1997-11-13,1997-12-16,34,60.174,5.686,5.089,254
88,1997-12-19,1998-01-03,16,19.42,6.242,5.847,256
88,1998-01-29,1998-02-10,13,40.915,9.729,6.699,262
88,1998-11-13,1998-11-20,8,10.49,6.144,5.371,266
88,1998-12-18,1998-12-27,10,12.682,6.187,5.561,268
88,1999-01-29,1999-02-07,10,29.773,9.279,6.866,272
88,1999-11-15,1999-11-25,11,18.103,5.81,5.21,274
88,1999-12-07,1999-12-16,10,8.894,6.566,5.589,276
88,1999-12-22,2000-01-11,21,36.559,5.715,4.992,278
88,2000-01-21,2000-02-01,12,32.467,5.966,5.157,280
88,2000-04-28,2000-05-16,19,150.44,47.631,43.32,282
88,2000-11-15,2000-12-23,39,68.648,5.695,4.406,286
88,2000-12-25,2001-01-16,23,36.183,5.882,5.289,288
88,2001-03-05,2001-03-22,18,48.447,31.49,28.111,292
88,2001-04-16,2001-05-02,17,40.514,50.018,48.204,296
88,2001-05-05,2001-09-09,128,1109.836,34.869,14.234,298
88,2001-12-01,2001-12-06,6,11.065,5.611,5.244,309
88,2001-12-09,2001-12-13,5,9.207,5.614,5.005,311
88,2001-12-24,2002-01-08,16,33.706,5.349,4.919,313
88,2002-01-10,2002-02-08,30,88.937,6.341,4.919,315
88,2002-12-23,2003-01-03,12,21.785,5.64,4.89,321
88,2003-01-05,2003-01-26,22,45.646,5.381,4.843,323
88,2003-11-10,2003-11-29,20,40.986,5.406,4.291,329
88,2003-12-05,2003-12-13,9,17.532,5.507,4.938,331
88,2003-12-22,2004-01-24,34,71.258,5.36,4.723,333
88,2004-11-15,2004-12-08,24,47.38,5.481,4.962,337
88,2004-12-21,2005-01-18,29,61.152,5.347,4.923,339
88,2005-03-05,2005-03-27,23,101.224,31.044,29.109,341
88,2005-12-04,2005-12-22,19,39.688,5.367,4.913,345
88,2006-11-20,2006-12-13,24,48.818,5.421,4.951,349
88,2007-01-29,2007-02-10,13,22.385,11.154,8.906,353
88,2007-06-09,2007-06-17,9,9.183,54.458,54.044,357
88,2007-11-26,2007-12-03,8,9.271,6.296,5.668,363
88,2007-12-10,2007-12-23,14,29.651,5.338,5.007,365
88,2007-12-27,2008-01-10,15,27.418,5.628,5.119,367
88,2008-01-14,2008-02-14,32,102.739,7.754,4.957,369
88,2008-11-21,2008-12-28,38,74.013,5.508,4.939,371
88,2009-01-27,2009-02-26,31,91.617,13.727,5.227,373
88,2009-11-13,2009-12-31,49,97.355,5.469,4.775,375
88,2010-01-10,2010-01-16,7,9.635,6.079,5.563,377
88,2010-01-19,2010-01-26,8,12.114,5.941,5.285,379
88,2010-01-29,2010-02-14,17,50.032,11.119,7.571,381
88,2010-11-14,2010-12-01,18,29.18,5.834,4.824,385
88,2010-12-03,2010-12-10,8,13.7,5.743,5.116,387
88,2010-12-22,2010-12-28,7,19.214,4.711,3.908,389
